Dominating set, m=0	1000	169115
Dominating set, m=0	1000	169599
Dominating set, m=0	1000	168584
Dominating set, m=0	1000	170218
Dominating set, m=0	1000	170989
Dominating set, m=0	100	27978
Dominating set, m=0	100	29132
Dominating set, m=0	100	26918
Dominating set, m=0	100	28220
Dominating set, m=0	100	28812
Dominating set, m=0	200	49859
Dominating set, m=0	200	50845
Dominating set, m=0	200	52155
Dominating set, m=0	200	50249
Dominating set, m=0	200	48794
Dominating set, m=0	300	71976
Dominating set, m=0	300	71873
Dominating set, m=0	300	73366
Dominating set, m=0	300	70886
Dominating set, m=0	300	73353
Dominating set, m=0	400	86967
Dominating set, m=0	400	88577
Dominating set, m=0	400	90153
Dominating set, m=0	400	89350
Dominating set, m=0	400	87550
Dominating set, m=0	500	109702
Dominating set, m=0	500	107470
Dominating set, m=0	500	103595
Dominating set, m=0	500	103289
Dominating set, m=0	500	104021
Dominating set, m=0	600	118139
Dominating set, m=0	600	122980
Dominating set, m=0	600	116406
Dominating set, m=0	600	120194
Dominating set, m=0	600	120460
Dominating set, m=0	700	135743
Dominating set, m=0	700	134969
Dominating set, m=0	700	130860
Dominating set, m=0	700	133407
Dominating set, m=0	700	133526
Dominating set, m=0	800	142720
Dominating set, m=0	800	143928
Dominating set, m=0	800	149403
Dominating set, m=0	800	145025
Dominating set, m=0	800	147411
Dominating set, m=0	900	158742
Dominating set, m=0	900	158404
Dominating set, m=0	900	159652
Dominating set, m=0	900	161266
Dominating set, m=0	900	156880
Dominating set, m=4	1000	43911
Dominating set, m=4	1000	43364
Dominating set, m=4	1000	43162
Dominating set, m=4	1000	42399
Dominating set, m=4	1000	43007
Dominating set, m=4	100	9728
Dominating set, m=4	100	10742
Dominating set, m=4	100	10557
Dominating set, m=4	100	10764
Dominating set, m=4	100	11313
Dominating set, m=4	200	16571
Dominating set, m=4	200	16760
Dominating set, m=4	200	16045
Dominating set, m=4	200	15761
Dominating set, m=4	200	17197
Dominating set, m=4	300	21108
Dominating set, m=4	300	21568
Dominating set, m=4	300	22125
Dominating set, m=4	300	20651
Dominating set, m=4	300	21943
Dominating set, m=4	400	25287
Dominating set, m=4	400	24694
Dominating set, m=4	400	25584
Dominating set, m=4	400	25715
Dominating set, m=4	400	27071
Dominating set, m=4	500	30034
Dominating set, m=4	500	28681
Dominating set, m=4	500	28749
Dominating set, m=4	500	30227
Dominating set, m=4	500	30777
Dominating set, m=4	600	31302
Dominating set, m=4	600	33234
Dominating set, m=4	600	33123
Dominating set, m=4	600	31019
Dominating set, m=4	600	32114
Dominating set, m=4	700	35502
Dominating set, m=4	700	36039
Dominating set, m=4	700	36962
Dominating set, m=4	700	36166
Dominating set, m=4	700	35605
Dominating set, m=4	800	37462
Dominating set, m=4	800	39253
Dominating set, m=4	800	39550
Dominating set, m=4	800	37208
Dominating set, m=4	800	37897
Dominating set, m=4	900	40937
Dominating set, m=4	900	40644
Dominating set, m=4	900	41059
Dominating set, m=4	900	39745
Dominating set, m=4	900	40713
Tiling	1000	218492
Tiling	1000	221568
Tiling	1000	213114
Tiling	1000	218175
Tiling	1000	222247
Tiling	100	32675
Tiling	100	32459
Tiling	100	31057
Tiling	100	31724
Tiling	100	31429
Tiling	200	56850
Tiling	200	57545
Tiling	200	59520
Tiling	200	61210
Tiling	200	61603
Tiling	300	86987
Tiling	300	86181
Tiling	300	87322
Tiling	300	86473
Tiling	300	87257
Tiling	400	106336
Tiling	400	110858
Tiling	400	110603
Tiling	400	110804
Tiling	400	108946
Tiling	500	130689
Tiling	500	132884
Tiling	500	125484
Tiling	500	133368
Tiling	500	131512
Tiling	600	156063
Tiling	600	150174
Tiling	600	149671
Tiling	600	157618
Tiling	600	151538
Tiling	700	168268
Tiling	700	175677
Tiling	700	165400
Tiling	700	172980
Tiling	700	170935
Tiling	800	182043
Tiling	800	189216
Tiling	800	193546
Tiling	800	188099
Tiling	800	187635
Tiling	900	204600
Tiling	900	206906
Tiling	900	204802
Tiling	900	204897
Tiling	900	198463
Set cover, m=0, e=0	1000	69128
Set cover, m=0, e=0	1000	70129
Set cover, m=0, e=0	1000	68904
Set cover, m=0, e=0	1000	67679
Set cover, m=0, e=0	1000	70009
Set cover, m=0, e=0	100	10918
Set cover, m=0, e=0	100	10891
Set cover, m=0, e=0	100	10826
Set cover, m=0, e=0	100	10231
Set cover, m=0, e=0	100	10541
Set cover, m=0, e=0	200	19973
Set cover, m=0, e=0	200	20216
Set cover, m=0, e=0	200	19257
Set cover, m=0, e=0	200	19253
