dataset	mismatches	cover_extension	island_of_exact_match	num_probes
goose_paramyxovirus_sf02	8	0	25	240
goose_paramyxovirus_sf02	8	10	25	265
goose_paramyxovirus_sf02	8	20	25	204
goose_paramyxovirus_sf02	8	30	25	171
goose_paramyxovirus_sf02	8	40	25	138
goose_paramyxovirus_sf02	8	50	25	112
gorilla_anellovirus	0	0	25	40
gorilla_anellovirus	0	10	25	46
gorilla_anellovirus	0	20	25	37
gorilla_anellovirus	0	30	25	27
gorilla_anellovirus	0	40	25	25
gorilla_anellovirus	0	50	25	18
gorilla_anellovirus	1	0	25	43
gorilla_anellovirus	1	10	25	44
gorilla_anellovirus	1	20	25	34
gorilla_anellovirus	1	30	25	31
gorilla_anellovirus	1	40	25	24
gorilla_anellovirus	1	50	25	21
gorilla_anellovirus	2	0	25	44
gorilla_anellovirus	2	10	25	44
gorilla_anellovirus	2	20	25	35
gorilla_anellovirus	2	30	25	27
gorilla_anellovirus	2	40	25	24
gorilla_anellovirus	2	50	25	20
gorilla_anellovirus	3	0	25	40
gorilla_anellovirus	3	10	25	42
gorilla_anellovirus	3	20	25	36
gorilla_anellovirus	3	30	25	29
gorilla_anellovirus	3	40	25	24
gorilla_anellovirus	3	50	25	20
gorilla_anellovirus	4	0	25	43
gorilla_anellovirus	4	10	25	44
gorilla_anellovirus	4	20	25	34
gorilla_anellovirus	4	30	25	29
gorilla_anellovirus	4	40	25	24
gorilla_anellovirus	4	50	25	22
gorilla_anellovirus	5	0	25	42
gorilla_anellovirus	5	10	25	41
gorilla_anellovirus	5	20	25	34
gorilla_anellovirus	5	30	25	29
gorilla_anellovirus	5	40	25	23
gorilla_anellovirus	5	50	25	18
gorilla_anellovirus	6	0	25	42
gorilla_anellovirus	6	10	25	44
gorilla_anellovirus	6	20	25	33
gorilla_anellovirus	6	30	25	28
gorilla_anellovirus	6	40	25	23
gorilla_anellovirus	6	50	25	19
gorilla_anellovirus	7	0	25	42
gorilla_anellovirus	7	10	25	45
gorilla_anellovirus	7	20	25	35
gorilla_anellovirus	7	30	25	29
gorilla_anellovirus	7	40	25	25
gorilla_anellovirus	7	50	25	20
gorilla_anellovirus	8	0	25	42
gorilla_anellovirus	8	10	25	44
gorilla_anellovirus	8	20	25	38
gorilla_anellovirus	8	30	25	28
gorilla_anellovirus	8	40	25	25
gorilla_anellovirus	8	50	25	22
great_island	0	0	25	1728
great_island	0	10	25	1803
great_island	0	20	25	1397
great_island	0	30	25	1133
great_island	0	40	25	944
great_island	0	50	25	754
great_island	1	0	25	1595
great_island	1	10	25	1684
great_island	1	20	25	1288
great_island	1	30	25	1050
great_island	1	40	25	875
great_island	1	50	25	716
great_island	2	0	25	1460
great_island	2	10	25	1529
great_island	2	20	25	1200
great_island	2	30	25	945
great_island	2	40	25	792
great_island	2	50	25	650
great_island	3	0	25	1369
great_island	3	10	25	1433
great_island	3	20	25	1084
great_island	3	30	25	890
great_island	3	40	25	755
great_island	3	50	25	618
great_island	4	0	25	1314
great_island	4	10	25	1378
great_island	4	20	25	1066
great_island	4	30	25	853
great_island	4	40	25	705
great_island	4	50	25	595
great_island	5	0	25	1284
great_island	5	10	25	1320
great_island	5	20	25	1026
great_island	5	30	25	836
great_island	5	40	25	714
great_island	5	50	25	569
great_island	6	0	25	1241
great_island	6	10	25	1299
great_island	6	20	25	995
great_island	6	30	25	811
great_island	6	40	25	689
great_island	6	50	25	577
great_island	7	0	25	1223
great_island	7	10	25	1273
great_island	7	20	25	1006
great_island	7	30	25	809
great_island	7	40	25	685
great_island	7	50	25	560
great_island	8	0	25	1223
great_island	8	10	25	1258
great_island	8	20	25	995
great_island	8	30	25	805
great_island	8	40	25	677
great_island	8	50	25	553
guajara_orthobunyavirus	0	0	25	195
guajara_orthobunyavirus	0	10	25	206
guajara_orthobunyavirus	0	20	25	161
guajara_orthobunyavirus	0	30	25	130
guajara_orthobunyavirus	0	40	25	112
guajara_orthobunyavirus	0	50	25	90
guajara_orthobunyavirus	1	0	25	195
guajara_orthobunyavirus	1	10	25	204
guajara_orthobunyavirus	1	20	25	164
guajara_orthobunyavirus	1	30	25	139
guajara_orthobunyavirus	1	40	25	118
guajara_orthobunyavirus	1	50	25	91
guajara_orthobunyavirus	2	0	25	197
guajara_orthobunyavirus	2	10	25	207
guajara_orthobunyavirus	2	20	25	158
guajara_orthobunyavirus	2	30	25	136
guajara_orthobunyavirus	2	40	25	108
guajara_orthobunyavirus	2	50	25	94
guajara_orthobunyavirus	3	0	25	197
guajara_orthobunyavirus	3	10	25	203
guajara_orthobunyavirus	3	20	25	163
guajara_orthobunyavirus	3	30	25	136
guajara_orthobunyavirus	3	40	25	111
guajara_orthobunyavirus	3	50	25	93
guajara_orthobunyavirus	4	0	25	195
guajara_orthobunyavirus	4	10	25	204
guajara_orthobunyavirus	4	20	25	165
guajara_orthobunyavirus	4	30	25	132
guajara_orthobunyavirus	4	40	25	114
guajara_orthobunyavirus	4	50	25	95
guajara_orthobunyavirus	5	0	25	194
guajara_orthobunyavirus	5	10	25	211
guajara_orthobunyavirus	5	20	25	170
guajara_orthobunyavirus	5	30	25	129
guajara_orthobunyavirus	5	40	25	111
guajara_orthobunyavirus	5	50	25	94
guajara_orthobunyavirus	6	0	25	194
guajara_orthobunyavirus	6	10	25	205
guajara_orthobunyavirus	6	20	25	159
guajara_orthobunyavirus	6	30	25	131
guajara_orthobunyavirus	6	40	25	118
guajara_orthobunyavirus	6	50	25	94
guajara_orthobunyavirus	7	0	25	197
guajara_orthobunyavirus	7	10	25	204
guajara_orthobunyavirus	7	20	25	164
guajara_orthobunyavirus	7	30	25	135
guajara_orthobunyavirus	7	40	25	110
guajara_orthobunyavirus	7	50	25	93
guajara_orthobunyavirus	8	0	25	200
guajara_orthobunyavirus	8	10	25	205
guajara_orthobunyavirus	8	20	25	164
guajara_orthobunyavirus	8	30	25	133
guajara_orthobunyavirus	8	40	25	112
guajara_orthobunyavirus	8	50	25	91
guama_orthobunyavirus	0	0	25	375
guama_orthobunyavirus	0	10	25	402
guama_orthobunyavirus	0	20	25	293
guama_orthobunyavirus	0	30	25	235
guama_orthobunyavirus	0	40	25	207
guama_orthobunyavirus	0	50	25	160
guama_orthobunyavirus	1	0	25	328
guama_orthobunyavirus	1	10	25	363
guama_orthobunyavirus	1	20	25	263
guama_orthobunyavirus	1	30	25	227
guama_orthobunyavirus	1	40	25	187
guama_orthobunyavirus	1	50	25	153
guama_orthobunyavirus	2	0	25	324
guama_orthobunyavirus	2	10	25	340
guama_orthobunyavirus	2	20	25	265
guama_orthobunyavirus	2	30	25	216
guama_orthobunyavirus	2	40	25	183
guama_orthobunyavirus	2	50	25	148
guama_orthobunyavirus	3	0	25	321
guama_orthobunyavirus	3	10	25	339
guama_orthobunyavirus	3	20	25	257
guama_orthobunyavirus	3	30	25	213
guama_orthobunyavirus	3	40	25	186
guama_orthobunyavirus	3	50	25	150
guama_orthobunyavirus	4	0	25	312
guama_orthobunyavirus	4	10	25	335
guama_orthobunyavirus	4	20	25	265
guama_orthobunyavirus	4	30	25	219
guama_orthobunyavirus	4	40	25	186
guama_orthobunyavirus	4	50	25	155
guama_orthobunyavirus	5	0	25	316
guama_orthobunyavirus	5	10	25	332
guama_orthobunyavirus	5	20	25	248
guama_orthobunyavirus	5	30	25	218
guama_orthobunyavirus	5	40	25	183
guama_orthobunyavirus	5	50	25	144
guama_orthobunyavirus	6	0	25	313
guama_orthobunyavirus	6	10	25	333
guama_orthobunyavirus	6	20	25	267
guama_orthobunyavirus	6	30	25	208
guama_orthobunyavirus	6	40	25	182
guama_orthobunyavirus	6	50	25	149
guama_orthobunyavirus	7	0	25	317
guama_orthobunyavirus	7	10	25	340
guama_orthobunyavirus	7	20	25	261
guama_orthobunyavirus	7	30	25	213
guama_orthobunyavirus	7	40	25	177
guama_orthobunyavirus	7	50	25	146
guama_orthobunyavirus	8	0	25	316
guama_orthobunyavirus	8	10	25	338
guama_orthobunyavirus	8	20	25	271
guama_orthobunyavirus	8	30	25	209
guama_orthobunyavirus	8	40	25	180
guama_orthobunyavirus	8	50	25	143
guanarito_mammarenavirus	0	0	25	2712
guanarito_mammarenavirus	0	10	25	2632
guanarito_mammarenavirus	0	20	25	2010
guanarito_mammarenavirus	0	30	25	1571
guanarito_mammarenavirus	0	40	25	1336
guanarito_mammarenavirus	0	50	25	1107
guanarito_mammarenavirus	1	0	25	2115
guanarito_mammarenavirus	1	10	25	1917
guanarito_mammarenavirus	1	20	25	1447
guanarito_mammarenavirus	1	30	25	1126
guanarito_mammarenavirus	1	40	25	933
guanarito_mammarenavirus	1	50	25	784
guanarito_mammarenavirus	2	0	25	1608
guanarito_mammarenavirus	2	10	25	1420
guanarito_mammarenavirus	2	20	25	1076
guanarito_mammarenavirus	2	30	25	827
guanarito_mammarenavirus	2	40	25	693
guanarito_mammarenavirus	2	50	25	577
guanarito_mammarenavirus	3	0	25	1264
guanarito_mammarenavirus	3	10	25	1114
guanarito_mammarenavirus	3	20	25	824
guanarito_mammarenavirus	3	30	25	647
guanarito_mammarenavirus	3	40	25	532
guanarito_mammarenavirus	3	50	25	432
guanarito_mammarenavirus	4	0	25	1037
guanarito_mammarenavirus	4	10	25	885
guanarito_mammarenavirus	4	20	25	679
guanarito_mammarenavirus	4	30	25	500
guanarito_mammarenavirus	4	40	25	416
guanarito_mammarenavirus	4	50	25	345
guanarito_mammarenavirus	5	0	25	904
guanarito_mammarenavirus	5	10	25	741
guanarito_mammarenavirus	5	20	25	578
guanarito_mammarenavirus	5	30	25	441
guanarito_mammarenavirus	5	40	25	372
guanarito_mammarenavirus	5	50	25	307
guanarito_mammarenavirus	6	0	25	819
guanarito_mammarenavirus	6	10	25	665
guanarito_mammarenavirus	6	20	25	496
guanarito_mammarenavirus	6	30	25	400
guanarito_mammarenavirus	6	40	25	321
guanarito_mammarenavirus	6	50	25	262
guanarito_mammarenavirus	7	0	25	748
guanarito_mammarenavirus	7	10	25	612
guanarito_mammarenavirus	7	20	25	468
guanarito_mammarenavirus	7	30	25	366
guanarito_mammarenavirus	7	40	25	307
guanarito_mammarenavirus	7	50	25	254
guanarito_mammarenavirus	8	0	25	723
guanarito_mammarenavirus	8	10	25	563
guanarito_mammarenavirus	8	20	25	450
guanarito_mammarenavirus	8	30	25	351
guanarito_mammarenavirus	8	40	25	291
guanarito_mammarenavirus	8	50	25	251
guaroa_orthobunyavirus	0	0	25	1229
guaroa_orthobunyavirus	0	10	25	1259
guaroa_orthobunyavirus	0	20	25	909
guaroa_orthobunyavirus	0	30	25	691
guaroa_orthobunyavirus	0	40	25	572
guaroa_orthobunyavirus	0	50	25	442
guaroa_orthobunyavirus	1	0	25	803
guaroa_orthobunyavirus	1	10	25	805
guaroa_orthobunyavirus	1	20	25	565
guaroa_orthobunyavirus	1	30	25	438
guaroa_orthobunyavirus	1	40	25	361
guaroa_orthobunyavirus	1	50	25	284
guaroa_orthobunyavirus	2	0	25	558
guaroa_orthobunyavirus	2	10	25	568
guaroa_orthobunyavirus	2	20	25	406
guaroa_orthobunyavirus	2	30	25	316
guaroa_orthobunyavirus	2	40	25	257
guaroa_orthobunyavirus	2	50	25	208
guaroa_orthobunyavirus	3	0	25	478
guaroa_orthobunyavirus	3	10	25	462
guaroa_orthobunyavirus	3	20	25	346
guaroa_orthobunyavirus	3	30	25	266
guaroa_orthobunyavirus	3	40	25	227
guaroa_orthobunyavirus	3	50	25	195
guaroa_orthobunyavirus	4	0	25	422
guaroa_orthobunyavirus	4	10	25	412
guaroa_orthobunyavirus	4	20	25	300
guaroa_orthobunyavirus	4	30	25	246
guaroa_orthobunyavirus	4	40	25	201
guaroa_orthobunyavirus	4	50	25	169
guaroa_orthobunyavirus	5	0	25	381
guaroa_orthobunyavirus	5	10	25	368
guaroa_orthobunyavirus	5	20	25	272
guaroa_orthobunyavirus	5	30	25	225
guaroa_orthobunyavirus	5	40	25	187
guaroa_orthobunyavirus	5	50	25	151
guaroa_orthobunyavirus	6	0	25	369
guaroa_orthobunyavirus	6	10	25	356
guaroa_orthobunyavirus	6	20	25	262
guaroa_orthobunyavirus	6	30	25	218
guaroa_orthobunyavirus	6	40	25	178
guaroa_orthobunyavirus	6	50	25	144
guaroa_orthobunyavirus	7	0	25	350
guaroa_orthobunyavirus	7	10	25	321
guaroa_orthobunyavirus	7	20	25	246
guaroa_orthobunyavirus	7	30	25	190
guaroa_orthobunyavirus	7	40	25	161
guaroa_orthobunyavirus	7	50	25	133
guaroa_orthobunyavirus	8	0	25	331
guaroa_orthobunyavirus	8	10	25	322
guaroa_orthobunyavirus	8	20	25	228
guaroa_orthobunyavirus	8	30	25	195
guaroa_orthobunyavirus	8	40	25	156
guaroa_orthobunyavirus	8	50	25	132
gyrovirus_4	0	0	25	85
gyrovirus_4	0	10	25	78
gyrovirus_4	0	20	25	61
gyrovirus_4	0	30	25	48
gyrovirus_4	0	40	25	34
gyrovirus_4	0	50	25	31
gyrovirus_4	1	0	25	70
gyrovirus_4	1	10	25	67
gyrovirus_4	1	20	25	52
gyrovirus_4	1	30	25	41
gyrovirus_4	1	40	25	35
gyrovirus_4	1	50	25	27
gyrovirus_4	2	0	25	65
gyrovirus_4	2	10	25	65
gyrovirus_4	2	20	25	47
gyrovirus_4	2	30	25	41
gyrovirus_4	2	40	25	31
gyrovirus_4	2	50	25	27
gyrovirus_4	3	0	25	61
gyrovirus_4	3	10	25	59
gyrovirus_4	3	20	25	44
gyrovirus_4	3	30	25	32
gyrovirus_4	3	40	25	31
gyrovirus_4	3	50	25	24
gyrovirus_4	4	0	25	61
gyrovirus_4	4	10	25	56
gyrovirus_4	4	20	25	43
gyrovirus_4	4	30	25	29
gyrovirus_4	4	40	25	27
gyrovirus_4	4	50	25	24
gyrovirus_4	5	0	25	56
gyrovirus_4	5	10	25	54
gyrovirus_4	5	20	25	44
gyrovirus_4	5	30	25	31
gyrovirus_4	5	40	25	24
gyrovirus_4	5	50	25	21
gyrovirus_4	6	0	25	53
gyrovirus_4	6	10	25	50
gyrovirus_4	6	20	25	36
gyrovirus_4	6	30	25	28
gyrovirus_4	6	40	25	26
gyrovirus_4	6	50	25	19
gyrovirus_4	7	0	25	52
gyrovirus_4	7	10	25	48
gyrovirus_4	7	20	25	39
gyrovirus_4	7	30	25	27
gyrovirus_4	7	40	25	23
gyrovirus_4	7	50	25	20
gyrovirus_4	8	0	25	55
gyrovirus_4	8	10	25	45
gyrovirus_4	8	20	25	37
gyrovirus_4	8	30	25	29
gyrovirus_4	8	40	25	27
gyrovirus_4	8	50	25	21
gyrovirus_gyv3	0	0	25	100
gyrovirus_gyv3	0	10	25	99
gyrovirus_gyv3	0	20	25	70
gyrovirus_gyv3	0	30	25	56
gyrovirus_gyv3	0	40	25	49
gyrovirus_gyv3	0	50	25	40
gyrovirus_gyv3	1	0	25	90
gyrovirus_gyv3	1	10	25	89
gyrovirus_gyv3	1	20	25	67
gyrovirus_gyv3	1	30	25	53
gyrovirus_gyv3	1	40	25	49
gyrovirus_gyv3	1	50	25	38
gyrovirus_gyv3	2	0	25	87
gyrovirus_gyv3	2	10	25	82
gyrovirus_gyv3	2	20	25	64
gyrovirus_gyv3	2	30	25	56
gyrovirus_gyv3	2	40	25	47
gyrovirus_gyv3	2	50	25	39
gyrovirus_gyv3	3	0	25	82
gyrovirus_gyv3	3	10	25	85
gyrovirus_gyv3	3	20	25	63
gyrovirus_gyv3	3	30	25	53
gyrovirus_gyv3	3	40	25	44
gyrovirus_gyv3	3	50	25	37
gyrovirus_gyv3	4	0	25	74
gyrovirus_gyv3	4	10	25	81
gyrovirus_gyv3	4	20	25	58
gyrovirus_gyv3	4	30	25	50
gyrovirus_gyv3	4	40	25	45
gyrovirus_gyv3	4	50	25	35
gyrovirus_gyv3	5	0	25	76
gyrovirus_gyv3	5	10	25	75
gyrovirus_gyv3	5	20	25	58
gyrovirus_gyv3	5	30	25	44
gyrovirus_gyv3	5	40	25	39
gyrovirus_gyv3	5	50	25	33
gyrovirus_gyv3	6	0	25	76
gyrovirus_gyv3	6	10	25	76
gyrovirus_gyv3	6	20	25	60
gyrovirus_gyv3	6	30	25	44
gyrovirus_gyv3	6	40	25	41
gyrovirus_gyv3	6	50	25	32
gyrovirus_gyv3	7	0	25	73
gyrovirus_gyv3	7	10	25	77
gyrovirus_gyv3	7	20	25	59
gyrovirus_gyv3	7	30	25	48
gyrovirus_gyv3	7	40	25	41
gyrovirus_gyv3	7	50	25	34
gyrovirus_gyv3	8	0	25	76
gyrovirus_gyv3	8	10	25	72
gyrovirus_gyv3	8	20	25	55
gyrovirus_gyv3	8	30	25	46
gyrovirus_gyv3	8	40	25	38
gyrovirus_gyv3	8	50	25	31
gyrovirus_gyv7-sf	0	0	25	41
gyrovirus_gyv7-sf	0	10	25	41
gyrovirus_gyv7-sf	0	20	25	33
gyrovirus_gyv7-sf	0	30	25	26
gyrovirus_gyv7-sf	0	40	25	23
gyrovirus_gyv7-sf	0	50	25	18
gyrovirus_gyv7-sf	1	0	25	38
gyrovirus_gyv7-sf	1	10	25	42
gyrovirus_gyv7-sf	1	20	25	32
gyrovirus_gyv7-sf	1	30	25	27
gyrovirus_gyv7-sf	1	40	25	24
gyrovirus_gyv7-sf	1	50	25	19
gyrovirus_gyv7-sf	2	0	25	38
gyrovirus_gyv7-sf	2	10	25	41
gyrovirus_gyv7-sf	2	20	25	35
gyrovirus_gyv7-sf	2	30	25	27
gyrovirus_gyv7-sf	2	40	25	23
gyrovirus_gyv7-sf	2	50	25	19
gyrovirus_gyv7-sf	3	0	25	40
gyrovirus_gyv7-sf	3	10	25	43
gyrovirus_gyv7-sf	3	20	25	35
gyrovirus_gyv7-sf	3	30	25	29
gyrovirus_gyv7-sf	3	40	25	24
gyrovirus_gyv7-sf	3	50	25	20
gyrovirus_gyv7-sf	4	0	25	39
gyrovirus_gyv7-sf	4	10	25	42
gyrovirus_gyv7-sf	4	20	25	32
gyrovirus_gyv7-sf	4	30	25	28
gyrovirus_gyv7-sf	4	40	25	22
gyrovirus_gyv7-sf	4	50	25	20
gyrovirus_gyv7-sf	5	0	25	38
gyrovirus_gyv7-sf	5	10	25	45
gyrovirus_gyv7-sf	5	20	25	31
gyrovirus_gyv7-sf	5	30	25	26
gyrovirus_gyv7-sf	5	40	25	22
gyrovirus_gyv7-sf	5	50	25	19
gyrovirus_gyv7-sf	6	0	25	41
gyrovirus_gyv7-sf	6	10	25	44
gyrovirus_gyv7-sf	6	20	25	32
gyrovirus_gyv7-sf	6	30	25	27
gyrovirus_gyv7-sf	6	40	25	22
gyrovirus_gyv7-sf	6	50	25	18
gyrovirus_gyv7-sf	7	0	25	39
gyrovirus_gyv7-sf	7	10	25	44
gyrovirus_gyv7-sf	7	20	25	34
gyrovirus_gyv7-sf	7	30	25	27
gyrovirus_gyv7-sf	7	40	25	21
gyrovirus_gyv7-sf	7	50	25	19
gyrovirus_gyv7-sf	8	0	25	39
gyrovirus_gyv7-sf	8	10	25	44
gyrovirus_gyv7-sf	8	20	25	32
gyrovirus_gyv7-sf	8	30	25	25
gyrovirus_gyv7-sf	8	40	25	24
gyrovirus_gyv7-sf	8	50	25	18
gyrovirus_tu243	0	0	25	32
gyrovirus_tu243	0	10	25	33
gyrovirus_tu243	0	20	25	27
gyrovirus_tu243	0	30	25	21
gyrovirus_tu243	0	40	25	19
gyrovirus_tu243	0	50	25	13
gyrovirus_tu243	1	0	25	32
gyrovirus_tu243	1	10	25	32
gyrovirus_tu243	1	20	25	27
gyrovirus_tu243	1	30	25	21
gyrovirus_tu243	1	40	25	19
gyrovirus_tu243	1	50	25	15
gyrovirus_tu243	2	0	25	33
gyrovirus_tu243	2	10	25	36
gyrovirus_tu243	2	20	25	29
gyrovirus_tu243	2	30	25	22
gyrovirus_tu243	2	40	25	19
gyrovirus_tu243	2	50	25	17
gyrovirus_tu243	3	0	25	35
gyrovirus_tu243	3	10	25	37
gyrovirus_tu243	3	20	25	29
gyrovirus_tu243	3	30	25	22
gyrovirus_tu243	3	40	25	19
gyrovirus_tu243	3	50	25	15
gyrovirus_tu243	4	0	25	33
gyrovirus_tu243	4	10	25	32
gyrovirus_tu243	4	20	25	30
gyrovirus_tu243	4	30	25	22
gyrovirus_tu243	4	40	25	20
gyrovirus_tu243	4	50	25	16
gyrovirus_tu243	5	0	25	31
gyrovirus_tu243	5	10	25	36
gyrovirus_tu243	5	20	25	25
gyrovirus_tu243	5	30	25	22
gyrovirus_tu243	5	40	25	17
gyrovirus_tu243	5	50	25	15
gyrovirus_tu243	6	0	25	34
gyrovirus_tu243	6	10	25	36
gyrovirus_tu243	6	20	25	27
gyrovirus_tu243	6	30	25	23
gyrovirus_tu243	6	40	25	17
gyrovirus_tu243	6	50	25	16
gyrovirus_tu243	7	0	25	32
gyrovirus_tu243	7	10	25	34
gyrovirus_tu243	7	20	25	28
gyrovirus_tu243	7	30	25	22
gyrovirus_tu243	7	40	25	19
gyrovirus_tu243	7	50	25	14
gyrovirus_tu243	8	0	25	31
gyrovirus_tu243	8	10	25	34
gyrovirus_tu243	8	20	25	27
gyrovirus_tu243	8	30	25	22
gyrovirus_tu243	8	40	25	17
gyrovirus_tu243	8	50	25	15
gyrovirus_tu789	0	0	25	39
gyrovirus_tu789	0	10	25	40
gyrovirus_tu789	0	20	25	33
gyrovirus_tu789	0	30	25	23
gyrovirus_tu789	0	40	25	22
gyrovirus_tu789	0	50	25	17
gyrovirus_tu789	1	0	25	34
gyrovirus_tu789	1	10	25	38
gyrovirus_tu789	1	20	25	29
gyrovirus_tu789	1	30	25	28
gyrovirus_tu789	1	40	25	20
gyrovirus_tu789	1	50	25	17
gyrovirus_tu789	2	0	25	37
gyrovirus_tu789	2	10	25	39
gyrovirus_tu789	2	20	25	33
gyrovirus_tu789	2	30	25	24
gyrovirus_tu789	2	40	25	23
gyrovirus_tu789	2	50	25	16
gyrovirus_tu789	3	0	25	36
gyrovirus_tu789	3	10	25	40
gyrovirus_tu789	3	20	25	32
gyrovirus_tu789	3	30	25	26
gyrovirus_tu789	3	40	25	21
gyrovirus_tu789	3	50	25	17
gyrovirus_tu789	4	0	25	36
gyrovirus_tu789	4	10	25	41
gyrovirus_tu789	4	20	25	31
gyrovirus_tu789	4	30	25	27
gyrovirus_tu789	4	40	25	22
gyrovirus_tu789	4	50	25	19
gyrovirus_tu789	5	0	25	40
gyrovirus_tu789	5	10	25	39
gyrovirus_tu789	5	20	25	32
gyrovirus_tu789	5	30	25	24
gyrovirus_tu789	5	40	25	23
gyrovirus_tu789	5	50	25	17
gyrovirus_tu789	6	0	25	36
gyrovirus_tu789	6	10	25	40
gyrovirus_tu789	6	20	25	32
gyrovirus_tu789	6	30	25	24
gyrovirus_tu789	6	40	25	22
gyrovirus_tu789	6	50	25	18
gyrovirus_tu789	7	0	25	38
gyrovirus_tu789	7	10	25	40
gyrovirus_tu789	7	20	25	29
gyrovirus_tu789	7	30	25	22
gyrovirus_tu789	7	40	25	22
gyrovirus_tu789	7	50	25	18
gyrovirus_tu789	8	0	25	38
gyrovirus_tu789	8	10	25	40
gyrovirus_tu789	8	20	25	31
gyrovirus_tu789	8	30	25	23
gyrovirus_tu789	8	40	25	19
gyrovirus_tu789	8	50	25	19
hanko	0	0	25	164
hanko	0	10	25	174
hanko	0	20	25	133
hanko	0	30	25	110
hanko	0	40	25	99
hanko	0	50	25	74
hanko	1	0	25	160
hanko	1	10	25	172
hanko	1	20	25	132
hanko	1	30	25	108
hanko	1	40	25	96
hanko	1	50	25	76
hanko	2	0	25	160
hanko	2	10	25	170
hanko	2	20	25	135
hanko	2	30	25	117
hanko	2	40	25	98
hanko	2	50	25	77
hanko	3	0	25	167
hanko	3	10	25	174
hanko	3	20	25	137
hanko	3	30	25	110
hanko	3	40	25	96
hanko	3	50	25	77
hanko	4	0	25	164
hanko	4	10	25	171
hanko	4	20	25	139
hanko	4	30	25	105
hanko	4	40	25	91
hanko	4	50	25	76
hanko	5	0	25	167
hanko	5	10	25	172
hanko	5	20	25	137
hanko	5	30	25	107
hanko	5	40	25	93
hanko	5	50	25	78
hanko	6	0	25	165
hanko	6	10	25	177
hanko	6	20	25	132
hanko	6	30	25	109
hanko	6	40	25	86
hanko	6	50	25	76
hanko	7	0	25	165
hanko	7	10	25	180
hanko	7	20	25	134
hanko	7	30	25	116
hanko	7	40	25	96
hanko	7	50	25	76
hanko	8	0	25	164
hanko	8	10	25	174
hanko	8	20	25	131
hanko	8	30	25	114
hanko	8	40	25	95
hanko	8	50	25	80
hantaan_orthohantavirus	0	0	25	5629
hantaan_orthohantavirus	0	10	25	5709
hantaan_orthohantavirus	0	20	25	4043
hantaan_orthohantavirus	0	30	25	3152
hantaan_orthohantavirus	0	40	25	2595
hantaan_orthohantavirus	0	50	25	2086
hantaan_orthohantavirus	1	0	25	3741
hantaan_orthohantavirus	1	10	25	3818
hantaan_orthohantavirus	1	20	25	2809
hantaan_orthohantavirus	1	30	25	2185
hantaan_orthohantavirus	1	40	25	1814
hantaan_orthohantavirus	1	50	25	1475
hantaan_orthohantavirus	2	0	25	2961
hantaan_orthohantavirus	2	10	25	2984
hantaan_orthohantavirus	2	20	25	2221
hantaan_orthohantavirus	2	30	25	1765
hantaan_orthohantavirus	2	40	25	1431
hantaan_orthohantavirus	2	50	25	1167
hantaan_orthohantavirus	3	0	25	2532
hantaan_orthohantavirus	3	10	25	2555
hantaan_orthohantavirus	3	20	25	1910
hantaan_orthohantavirus	3	30	25	1549
hantaan_orthohantavirus	3	40	25	1284
hantaan_orthohantavirus	3	50	25	1032
hantaan_orthohantavirus	4	0	25	2308
hantaan_orthohantavirus	4	10	25	2299
hantaan_orthohantavirus	4	20	25	1772
hantaan_orthohantavirus	4	30	25	1404
hantaan_orthohantavirus	4	40	25	1146
hantaan_orthohantavirus	4	50	25	940
hantaan_orthohantavirus	5	0	25	2139
hantaan_orthohantavirus	5	10	25	2107
hantaan_orthohantavirus	5	20	25	1603
hantaan_orthohantavirus	5	30	25	1287
hantaan_orthohantavirus	5	40	25	1067
hantaan_orthohantavirus	5	50	25	877
hantaan_orthohantavirus	6	0	25	2018
hantaan_orthohantavirus	6	10	25	1981
hantaan_orthohantavirus	6	20	25	1475
hantaan_orthohantavirus	6	30	25	1221
hantaan_orthohantavirus	6	40	25	1013
hantaan_orthohantavirus	6	50	25	806
hantaan_orthohantavirus	7	0	25	1891
hantaan_orthohantavirus	7	10	25	1837
hantaan_orthohantavirus	7	20	25	1416
hantaan_orthohantavirus	7	30	25	1156
hantaan_orthohantavirus	7	40	25	964
hantaan_orthohantavirus	7	50	25	778
hantaan_orthohantavirus	8	0	25	1847
hantaan_orthohantavirus	8	10	25	1757
hantaan_orthohantavirus	8	20	25	1357
hantaan_orthohantavirus	8	30	25	1101
hantaan_orthohantavirus	8	40	25	930
hantaan_orthohantavirus	8	50	25	756
hantavirus_z10	0	0	25	214
hantavirus_z10	0	10	25	220
hantavirus_z10	0	20	25	158
hantavirus_z10	0	30	25	133
hantavirus_z10	0	40	25	112
hantavirus_z10	0	50	25	91
hantavirus_z10	1	0	25	194
hantavirus_z10	1	10	25	205
hantavirus_z10	1	20	25	156
hantavirus_z10	1	30	25	132
hantavirus_z10	1	40	25	110
hantavirus_z10	1	50	25	92
hantavirus_z10	2	0	25	191
hantavirus_z10	2	10	25	204
hantavirus_z10	2	20	25	158
hantavirus_z10	2	30	25	128
hantavirus_z10	2	40	25	111
hantavirus_z10	2	50	25	90
hantavirus_z10	3	0	25	191
hantavirus_z10	3	10	25	205
hantavirus_z10	3	20	25	163
hantavirus_z10	3	30	25	135
hantavirus_z10	3	40	25	112
hantavirus_z10	3	50	25	92
hantavirus_z10	4	0	25	187
hantavirus_z10	4	10	25	209
