dataset	mismatches	cover_extension	island_of_exact_match	num_probes
human_immunodeficiency_virus_1	2	10	25	112825
human_immunodeficiency_virus_1	2	20	25	82046
human_immunodeficiency_virus_1	2	30	25	62152
human_immunodeficiency_virus_1	2	40	25	48269
human_immunodeficiency_virus_1	2	50	25	38478
human_immunodeficiency_virus_1	3	0	25	107965
human_immunodeficiency_virus_1	3	10	25	77012
human_immunodeficiency_virus_1	3	20	25	54609
human_immunodeficiency_virus_1	3	30	25	40292
human_immunodeficiency_virus_1	3	40	25	30923
human_immunodeficiency_virus_1	3	50	25	24009
human_immunodeficiency_virus_1	4	0	25	81116
human_immunodeficiency_virus_1	4	10	25	55292
human_immunodeficiency_virus_1	4	20	25	38915
human_immunodeficiency_virus_1	4	30	25	27843
human_immunodeficiency_virus_1	4	40	25	20984
human_immunodeficiency_virus_1	4	50	25	16330
human_immunodeficiency_virus_1	5	0	25	62737
human_immunodeficiency_virus_1	5	10	25	41917
human_immunodeficiency_virus_1	5	20	25	28987
human_immunodeficiency_virus_1	5	30	25	20217
human_immunodeficiency_virus_1	5	40	25	15055
human_immunodeficiency_virus_1	5	50	25	11730
human_immunodeficiency_virus_1	6	0	25	50944
human_immunodeficiency_virus_1	6	10	25	33351
human_immunodeficiency_virus_1	6	20	25	22827
human_immunodeficiency_virus_1	6	30	25	15470
human_immunodeficiency_virus_1	6	40	25	11439
human_immunodeficiency_virus_1	6	50	25	9102
human_immunodeficiency_virus_1	7	0	25	43230
human_immunodeficiency_virus_1	7	10	25	28154
human_immunodeficiency_virus_1	7	20	25	18977
human_immunodeficiency_virus_1	7	30	25	12885
human_immunodeficiency_virus_1	7	40	25	9347
human_immunodeficiency_virus_1	7	50	25	7282
human_immunodeficiency_virus_1	8	0	25	37406
human_immunodeficiency_virus_1	8	10	25	24254
human_immunodeficiency_virus_1	8	20	25	16088
human_immunodeficiency_virus_1	8	30	25	10728
human_immunodeficiency_virus_1	8	40	25	8013
human_immunodeficiency_virus_1	8	50	25	6060
human_immunodeficiency_virus_2	0	0	25	9587
human_immunodeficiency_virus_2	0	10	25	9447
human_immunodeficiency_virus_2	0	20	25	7160
human_immunodeficiency_virus_2	0	30	25	5686
human_immunodeficiency_virus_2	0	40	25	4749
human_immunodeficiency_virus_2	0	50	25	3919
human_immunodeficiency_virus_2	1	0	25	8014
human_immunodeficiency_virus_2	1	10	25	7473
human_immunodeficiency_virus_2	1	20	25	5544
human_immunodeficiency_virus_2	1	30	25	4364
human_immunodeficiency_virus_2	1	40	25	3641
human_immunodeficiency_virus_2	1	50	25	2992
human_immunodeficiency_virus_2	2	0	25	6610
human_immunodeficiency_virus_2	2	10	25	5825
human_immunodeficiency_virus_2	2	20	25	4396
human_immunodeficiency_virus_2	2	30	25	3493
human_immunodeficiency_virus_2	2	40	25	2798
human_immunodeficiency_virus_2	2	50	25	2288
human_immunodeficiency_virus_2	3	0	25	5306
human_immunodeficiency_virus_2	3	10	25	4483
human_immunodeficiency_virus_2	3	20	25	3395
human_immunodeficiency_virus_2	3	30	25	2597
human_immunodeficiency_virus_2	3	40	25	2200
human_immunodeficiency_virus_2	3	50	25	1688
human_immunodeficiency_virus_2	4	0	25	4430
human_immunodeficiency_virus_2	4	10	25	3642
human_immunodeficiency_virus_2	4	20	25	2680
human_immunodeficiency_virus_2	4	30	25	2084
human_immunodeficiency_virus_2	4	40	25	1695
human_immunodeficiency_virus_2	4	50	25	1427
human_immunodeficiency_virus_2	5	0	25	3770
human_immunodeficiency_virus_2	5	10	25	3074
human_immunodeficiency_virus_2	5	20	25	2300
human_immunodeficiency_virus_2	5	30	25	1869
human_immunodeficiency_virus_2	5	40	25	1525
human_immunodeficiency_virus_2	5	50	25	1190
human_immunodeficiency_virus_2	6	0	25	3331
human_immunodeficiency_virus_2	6	10	25	2664
human_immunodeficiency_virus_2	6	20	25	2049
human_immunodeficiency_virus_2	6	30	25	1545
human_immunodeficiency_virus_2	6	40	25	1295
human_immunodeficiency_virus_2	6	50	25	1055
human_immunodeficiency_virus_2	7	0	25	3065
human_immunodeficiency_virus_2	7	10	25	2467
human_immunodeficiency_virus_2	7	20	25	1906
human_immunodeficiency_virus_2	7	30	25	1421
human_immunodeficiency_virus_2	7	40	25	1235
human_immunodeficiency_virus_2	7	50	25	963
human_immunodeficiency_virus_2	8	0	25	2853
human_immunodeficiency_virus_2	8	10	25	2262
human_immunodeficiency_virus_2	8	20	25	1724
human_immunodeficiency_virus_2	8	30	25	1337
human_immunodeficiency_virus_2	8	40	25	1082
human_immunodeficiency_virus_2	8	50	25	989
human_mastadenovirus_a	0	0	25	2564
human_mastadenovirus_a	0	10	25	2567
human_mastadenovirus_a	0	20	25	1982
human_mastadenovirus_a	0	30	25	1590
human_mastadenovirus_a	0	40	25	1344
human_mastadenovirus_a	0	50	25	1101
human_mastadenovirus_a	1	0	25	2304
human_mastadenovirus_a	1	10	25	2288
human_mastadenovirus_a	1	20	25	1761
human_mastadenovirus_a	1	30	25	1435
human_mastadenovirus_a	1	40	25	1199
human_mastadenovirus_a	1	50	25	997
human_mastadenovirus_a	2	0	25	2144
human_mastadenovirus_a	2	10	25	2094
human_mastadenovirus_a	2	20	25	1639
human_mastadenovirus_a	2	30	25	1320
human_mastadenovirus_a	2	40	25	1118
human_mastadenovirus_a	2	50	25	927
human_mastadenovirus_a	3	0	25	2019
human_mastadenovirus_a	3	10	25	1927
human_mastadenovirus_a	3	20	25	1514
human_mastadenovirus_a	3	30	25	1228
human_mastadenovirus_a	3	40	25	1006
human_mastadenovirus_a	3	50	25	836
human_mastadenovirus_a	4	0	25	1920
human_mastadenovirus_a	4	10	25	1811
human_mastadenovirus_a	4	20	25	1417
human_mastadenovirus_a	4	30	25	1146
human_mastadenovirus_a	4	40	25	952
human_mastadenovirus_a	4	50	25	802
human_mastadenovirus_a	5	0	25	1829
human_mastadenovirus_a	5	10	25	1675
human_mastadenovirus_a	5	20	25	1331
human_mastadenovirus_a	5	30	25	1064
human_mastadenovirus_a	5	40	25	902
human_mastadenovirus_a	5	50	25	757
human_mastadenovirus_a	6	0	25	1731
human_mastadenovirus_a	6	10	25	1599
human_mastadenovirus_a	6	20	25	1230
human_mastadenovirus_a	6	30	25	994
human_mastadenovirus_a	6	40	25	855
human_mastadenovirus_a	6	50	25	721
human_mastadenovirus_a	7	0	25	1701
human_mastadenovirus_a	7	10	25	1523
human_mastadenovirus_a	7	20	25	1193
human_mastadenovirus_a	7	30	25	943
human_mastadenovirus_a	7	40	25	814
human_mastadenovirus_a	7	50	25	677
human_mastadenovirus_a	8	0	25	1655
human_mastadenovirus_a	8	10	25	1480
human_mastadenovirus_a	8	20	25	1127
human_mastadenovirus_a	8	30	25	923
human_mastadenovirus_a	8	40	25	782
human_mastadenovirus_a	8	50	25	651
human_mastadenovirus_b	0	0	25	10681
human_mastadenovirus_b	0	10	25	7891
human_mastadenovirus_b	0	20	25	5891
human_mastadenovirus_b	0	30	25	4782
human_mastadenovirus_b	0	40	25	3994
human_mastadenovirus_b	0	50	25	3283
human_mastadenovirus_b	1	0	25	5926
human_mastadenovirus_b	1	10	25	4571
human_mastadenovirus_b	1	20	25	3517
human_mastadenovirus_b	1	30	25	2834
human_mastadenovirus_b	1	40	25	2373
human_mastadenovirus_b	1	50	25	2034
human_mastadenovirus_b	2	0	25	4475
human_mastadenovirus_b	2	10	25	3455
human_mastadenovirus_b	2	20	25	2709
human_mastadenovirus_b	2	30	25	2198
human_mastadenovirus_b	2	40	25	1857
human_mastadenovirus_b	2	50	25	1557
human_mastadenovirus_b	3	0	25	3793
human_mastadenovirus_b	3	10	25	2917
human_mastadenovirus_b	3	20	25	2302
human_mastadenovirus_b	3	30	25	1883
human_mastadenovirus_b	3	40	25	1587
human_mastadenovirus_b	3	50	25	1346
human_mastadenovirus_b	4	0	25	3362
human_mastadenovirus_b	4	10	25	2645
human_mastadenovirus_b	4	20	25	2083
human_mastadenovirus_b	4	30	25	1684
human_mastadenovirus_b	4	40	25	1436
human_mastadenovirus_b	4	50	25	1224
human_mastadenovirus_b	5	0	25	3083
human_mastadenovirus_b	5	10	25	2440
human_mastadenovirus_b	5	20	25	1881
human_mastadenovirus_b	5	30	25	1533
human_mastadenovirus_b	5	40	25	1315
human_mastadenovirus_b	5	50	25	1123
human_mastadenovirus_b	6	0	25	2930
human_mastadenovirus_b	6	10	25	2276
human_mastadenovirus_b	6	20	25	1735
human_mastadenovirus_b	6	30	25	1442
human_mastadenovirus_b	6	40	25	1226
human_mastadenovirus_b	6	50	25	1033
human_mastadenovirus_b	7	0	25	2751
human_mastadenovirus_b	7	10	25	2137
human_mastadenovirus_b	7	20	25	1665
human_mastadenovirus_b	7	30	25	1356
human_mastadenovirus_b	7	40	25	1147
human_mastadenovirus_b	7	50	25	990
human_mastadenovirus_b	8	0	25	2662
human_mastadenovirus_b	8	10	25	2089
human_mastadenovirus_b	8	20	25	1602
human_mastadenovirus_b	8	30	25	1317
human_mastadenovirus_b	8	40	25	1128
human_mastadenovirus_b	8	50	25	968
human_mastadenovirus_c	0	0	25	7231
human_mastadenovirus_c	0	10	25	5318
human_mastadenovirus_c	0	20	25	4016
human_mastadenovirus_c	0	30	25	3261
human_mastadenovirus_c	0	40	25	2670
human_mastadenovirus_c	0	50	25	2226
human_mastadenovirus_c	1	0	25	4381
human_mastadenovirus_c	1	10	25	3501
human_mastadenovirus_c	1	20	25	2704
human_mastadenovirus_c	1	30	25	2193
human_mastadenovirus_c	1	40	25	1832
human_mastadenovirus_c	1	50	25	1565
human_mastadenovirus_c	2	0	25	3583
human_mastadenovirus_c	2	10	25	2890
human_mastadenovirus_c	2	20	25	2245
human_mastadenovirus_c	2	30	25	1828
human_mastadenovirus_c	2	40	25	1577
human_mastadenovirus_c	2	50	25	1344
human_mastadenovirus_c	3	0	25	3195
human_mastadenovirus_c	3	10	25	2589
human_mastadenovirus_c	3	20	25	2059
human_mastadenovirus_c	3	30	25	1666
human_mastadenovirus_c	3	40	25	1407
human_mastadenovirus_c	3	50	25	1220
human_mastadenovirus_c	4	0	25	2942
human_mastadenovirus_c	4	10	25	2405
human_mastadenovirus_c	4	20	25	1904
human_mastadenovirus_c	4	30	25	1561
human_mastadenovirus_c	4	40	25	1332
human_mastadenovirus_c	4	50	25	1128
human_mastadenovirus_c	5	0	25	2810
human_mastadenovirus_c	5	10	25	2258
human_mastadenovirus_c	5	20	25	1794
human_mastadenovirus_c	5	30	25	1454
human_mastadenovirus_c	5	40	25	1262
human_mastadenovirus_c	5	50	25	1063
human_mastadenovirus_c	6	0	25	2694
human_mastadenovirus_c	6	10	25	2133
human_mastadenovirus_c	6	20	25	1704
human_mastadenovirus_c	6	30	25	1393
human_mastadenovirus_c	6	40	25	1179
human_mastadenovirus_c	6	50	25	1028
human_mastadenovirus_c	7	0	25	2559
human_mastadenovirus_c	7	10	25	2080
human_mastadenovirus_c	7	20	25	1638
human_mastadenovirus_c	7	30	25	1338
human_mastadenovirus_c	7	40	25	1172
human_mastadenovirus_c	7	50	25	974
human_mastadenovirus_c	8	0	25	2503
human_mastadenovirus_c	8	10	25	2020
human_mastadenovirus_c	8	20	25	1573
human_mastadenovirus_c	8	30	25	1315
human_mastadenovirus_c	8	40	25	1106
human_mastadenovirus_c	8	50	25	938
human_mastadenovirus_d	0	0	25	16222
human_mastadenovirus_d	0	10	25	11469
human_mastadenovirus_d	0	20	25	8492
human_mastadenovirus_d	0	30	25	6686
human_mastadenovirus_d	0	40	25	5455
human_mastadenovirus_d	0	50	25	4457
human_mastadenovirus_d	1	0	25	7981
human_mastadenovirus_d	1	10	25	5912
human_mastadenovirus_d	1	20	25	4480
human_mastadenovirus_d	1	30	25	3493
human_mastadenovirus_d	1	40	25	2870
human_mastadenovirus_d	1	50	25	2386
human_mastadenovirus_d	2	0	25	5428
human_mastadenovirus_d	2	10	25	4009
human_mastadenovirus_d	2	20	25	3053
human_mastadenovirus_d	2	30	25	2470
human_mastadenovirus_d	2	40	25	2012
human_mastadenovirus_d	2	50	25	1678
human_mastadenovirus_d	3	0	25	4150
human_mastadenovirus_d	3	10	25	3177
human_mastadenovirus_d	3	20	25	2423
human_mastadenovirus_d	3	30	25	1976
human_mastadenovirus_d	3	40	25	1614
human_mastadenovirus_d	3	50	25	1340
human_mastadenovirus_d	4	0	25	3615
human_mastadenovirus_d	4	10	25	2715
human_mastadenovirus_d	4	20	25	2130
human_mastadenovirus_d	4	30	25	1705
human_mastadenovirus_d	4	40	25	1427
human_mastadenovirus_d	4	50	25	1210
human_mastadenovirus_d	5	0	25	3253
human_mastadenovirus_d	5	10	25	2510
human_mastadenovirus_d	5	20	25	1934
human_mastadenovirus_d	5	30	25	1524
human_mastadenovirus_d	5	40	25	1275
human_mastadenovirus_d	5	50	25	1095
human_mastadenovirus_d	6	0	25	2979
human_mastadenovirus_d	6	10	25	2338
human_mastadenovirus_d	6	20	25	1821
human_mastadenovirus_d	6	30	25	1463
human_mastadenovirus_d	6	40	25	1201
human_mastadenovirus_d	6	50	25	1041
human_mastadenovirus_d	7	0	25	2857
human_mastadenovirus_d	7	10	25	2204
human_mastadenovirus_d	7	20	25	1736
human_mastadenovirus_d	7	30	25	1405
human_mastadenovirus_d	7	40	25	1154
human_mastadenovirus_d	7	50	25	991
human_mastadenovirus_d	8	0	25	2741
human_mastadenovirus_d	8	10	25	2131
human_mastadenovirus_d	8	20	25	1685
human_mastadenovirus_d	8	30	25	1346
human_mastadenovirus_d	8	40	25	1127
human_mastadenovirus_d	8	50	25	948
human_mastadenovirus_e	0	0	25	4990
human_mastadenovirus_e	0	10	25	3893
human_mastadenovirus_e	0	20	25	2895
human_mastadenovirus_e	0	30	25	2369
human_mastadenovirus_e	0	40	25	1939
human_mastadenovirus_e	0	50	25	1636
human_mastadenovirus_e	1	0	25	3309
human_mastadenovirus_e	1	10	25	2573
human_mastadenovirus_e	1	20	25	1944
human_mastadenovirus_e	1	30	25	1534
human_mastadenovirus_e	1	40	25	1286
human_mastadenovirus_e	1	50	25	1074
human_mastadenovirus_e	2	0	25	2611
human_mastadenovirus_e	2	10	25	1997
human_mastadenovirus_e	2	20	25	1544
human_mastadenovirus_e	2	30	25	1232
human_mastadenovirus_e	2	40	25	1014
human_mastadenovirus_e	2	50	25	856
human_mastadenovirus_e	3	0	25	2234
human_mastadenovirus_e	3	10	25	1710
human_mastadenovirus_e	3	20	25	1296
human_mastadenovirus_e	3	30	25	1013
human_mastadenovirus_e	3	40	25	867
human_mastadenovirus_e	3	50	25	720
human_mastadenovirus_e	4	0	25	1964
human_mastadenovirus_e	4	10	25	1454
human_mastadenovirus_e	4	20	25	1136
human_mastadenovirus_e	4	30	25	918
human_mastadenovirus_e	4	40	25	755
human_mastadenovirus_e	4	50	25	643
human_mastadenovirus_e	5	0	25	1812
human_mastadenovirus_e	5	10	25	1379
human_mastadenovirus_e	5	20	25	1059
human_mastadenovirus_e	5	30	25	844
human_mastadenovirus_e	5	40	25	679
human_mastadenovirus_e	5	50	25	577
human_mastadenovirus_e	6	0	25	1677
human_mastadenovirus_e	6	10	25	1271
human_mastadenovirus_e	6	20	25	969
human_mastadenovirus_e	6	30	25	782
human_mastadenovirus_e	6	40	25	645
human_mastadenovirus_e	6	50	25	552
human_mastadenovirus_e	7	0	25	1568
human_mastadenovirus_e	7	10	25	1217
human_mastadenovirus_e	7	20	25	919
human_mastadenovirus_e	7	30	25	751
human_mastadenovirus_e	7	40	25	641
human_mastadenovirus_e	7	50	25	540
human_mastadenovirus_e	8	0	25	1537
human_mastadenovirus_e	8	10	25	1136
human_mastadenovirus_e	8	20	25	900
human_mastadenovirus_e	8	30	25	740
human_mastadenovirus_e	8	40	25	603
human_mastadenovirus_e	8	50	25	518
human_mastadenovirus_f	0	0	25	1830
human_mastadenovirus_f	0	10	25	1528
human_mastadenovirus_f	0	20	25	1110
human_mastadenovirus_f	0	30	25	905
human_mastadenovirus_f	0	40	25	739
human_mastadenovirus_f	0	50	25	635
human_mastadenovirus_f	1	0	25	1326
human_mastadenovirus_f	1	10	25	1164
human_mastadenovirus_f	1	20	25	889
human_mastadenovirus_f	1	30	25	726
human_mastadenovirus_f	1	40	25	618
human_mastadenovirus_f	1	50	25	532
human_mastadenovirus_f	2	0	25	1192
human_mastadenovirus_f	2	10	25	1031
human_mastadenovirus_f	2	20	25	814
human_mastadenovirus_f	2	30	25	694
human_mastadenovirus_f	2	40	25	575
human_mastadenovirus_f	2	50	25	504
human_mastadenovirus_f	3	0	25	1153
human_mastadenovirus_f	3	10	25	988
human_mastadenovirus_f	3	20	25	780
human_mastadenovirus_f	3	30	25	657
human_mastadenovirus_f	3	40	25	552
human_mastadenovirus_f	3	50	25	490
human_mastadenovirus_f	4	0	25	1106
human_mastadenovirus_f	4	10	25	958
human_mastadenovirus_f	4	20	25	761
human_mastadenovirus_f	4	30	25	635
human_mastadenovirus_f	4	40	25	534
human_mastadenovirus_f	4	50	25	462
human_mastadenovirus_f	5	0	25	1067
human_mastadenovirus_f	5	10	25	949
human_mastadenovirus_f	5	20	25	738
human_mastadenovirus_f	5	30	25	625
human_mastadenovirus_f	5	40	25	526
human_mastadenovirus_f	5	50	25	447
human_mastadenovirus_f	6	0	25	1052
human_mastadenovirus_f	6	10	25	917
human_mastadenovirus_f	6	20	25	729
human_mastadenovirus_f	6	30	25	611
human_mastadenovirus_f	6	40	25	513
human_mastadenovirus_f	6	50	25	430
human_mastadenovirus_f	7	0	25	1043
human_mastadenovirus_f	7	10	25	894
human_mastadenovirus_f	7	20	25	718
human_mastadenovirus_f	7	30	25	591
human_mastadenovirus_f	7	40	25	507
human_mastadenovirus_f	7	50	25	423
human_mastadenovirus_f	8	0	25	1026
human_mastadenovirus_f	8	10	25	901
human_mastadenovirus_f	8	20	25	711
human_mastadenovirus_f	8	30	25	585
human_mastadenovirus_f	8	40	25	505
human_mastadenovirus_f	8	50	25	416
human_mastadenovirus_g	0	0	25	2312
human_mastadenovirus_g	0	10	25	2134
human_mastadenovirus_g	0	20	25	1627
human_mastadenovirus_g	0	30	25	1293
human_mastadenovirus_g	0	40	25	1074
human_mastadenovirus_g	0	50	25	881
human_mastadenovirus_g	1	0	25	1797
human_mastadenovirus_g	1	10	25	1658
human_mastadenovirus_g	1	20	25	1283
human_mastadenovirus_g	1	30	25	1032
human_mastadenovirus_g	1	40	25	842
human_mastadenovirus_g	1	50	25	712
human_mastadenovirus_g	2	0	25	1573
human_mastadenovirus_g	2	10	25	1449
human_mastadenovirus_g	2	20	25	1130
human_mastadenovirus_g	2	30	25	914
human_mastadenovirus_g	2	40	25	743
human_mastadenovirus_g	2	50	25	629
human_mastadenovirus_g	3	0	25	1434
human_mastadenovirus_g	3	10	25	1318
human_mastadenovirus_g	3	20	25	1019
human_mastadenovirus_g	3	30	25	831
human_mastadenovirus_g	3	40	25	689
human_mastadenovirus_g	3	50	25	589
human_mastadenovirus_g	4	0	25	1357
human_mastadenovirus_g	4	10	25	1213
human_mastadenovirus_g	4	20	25	943
human_mastadenovirus_g	4	30	25	770
human_mastadenovirus_g	4	40	25	645
human_mastadenovirus_g	4	50	25	545
human_mastadenovirus_g	5	0	25	1295
human_mastadenovirus_g	5	10	25	1157
human_mastadenovirus_g	5	20	25	889
human_mastadenovirus_g	5	30	25	731
human_mastadenovirus_g	5	40	25	617
human_mastadenovirus_g	5	50	25	521
human_mastadenovirus_g	6	0	25	1258
human_mastadenovirus_g	6	10	25	1095
human_mastadenovirus_g	6	20	25	861
human_mastadenovirus_g	6	30	25	697
human_mastadenovirus_g	6	40	25	584
human_mastadenovirus_g	6	50	25	483
human_mastadenovirus_g	7	0	25	1209
human_mastadenovirus_g	7	10	25	1046
human_mastadenovirus_g	7	20	25	841
human_mastadenovirus_g	7	30	25	670
human_mastadenovirus_g	7	40	25	559
human_mastadenovirus_g	7	50	25	470
human_mastadenovirus_g	8	0	25	1172
human_mastadenovirus_g	8	10	25	1038
human_mastadenovirus_g	8	20	25	809
human_mastadenovirus_g	8	30	25	654
human_mastadenovirus_g	8	40	25	556
human_mastadenovirus_g	8	50	25	472
human_metapneumovirus	0	0	25	7205
human_metapneumovirus	0	10	25	5379
human_metapneumovirus	0	20	25	3956
human_metapneumovirus	0	30	25	3090
human_metapneumovirus	0	40	25	2519
human_metapneumovirus	0	50	25	2079
human_metapneumovirus	1	0	25	3217
human_metapneumovirus	1	10	25	2355
human_metapneumovirus	1	20	25	1785
human_metapneumovirus	1	30	25	1409
human_metapneumovirus	1	40	25	1157
human_metapneumovirus	1	50	25	965
human_metapneumovirus	2	0	25	1984
human_metapneumovirus	2	10	25	1481
human_metapneumovirus	2	20	25	1101
human_metapneumovirus	2	30	25	875
human_metapneumovirus	2	40	25	740
human_metapneumovirus	2	50	25	631
human_metapneumovirus	3	0	25	1455
human_metapneumovirus	3	10	25	1096
human_metapneumovirus	3	20	25	832
human_metapneumovirus	3	30	25	679
human_metapneumovirus	3	40	25	572
human_metapneumovirus	3	50	25	483
human_metapneumovirus	4	0	25	1212
human_metapneumovirus	4	10	25	900
human_metapneumovirus	4	20	25	684
human_metapneumovirus	4	30	25	562
human_metapneumovirus	4	40	25	478
human_metapneumovirus	4	50	25	382
human_metapneumovirus	5	0	25	1085
human_metapneumovirus	5	10	25	802
human_metapneumovirus	5	20	25	614
human_metapneumovirus	5	30	25	502
human_metapneumovirus	5	40	25	429
human_metapneumovirus	5	50	25	352
human_metapneumovirus	6	0	25	1014
human_metapneumovirus	6	10	25	734
human_metapneumovirus	6	20	25	573
human_metapneumovirus	6	30	25	475
human_metapneumovirus	6	40	25	391
human_metapneumovirus	6	50	25	346
human_metapneumovirus	7	0	25	959
human_metapneumovirus	7	10	25	715
human_metapneumovirus	7	20	25	551
human_metapneumovirus	7	30	25	455
human_metapneumovirus	7	40	25	380
human_metapneumovirus	7	50	25	327
human_metapneumovirus	8	0	25	933
human_metapneumovirus	8	10	25	678
human_metapneumovirus	8	20	25	549
human_metapneumovirus	8	30	25	440
human_metapneumovirus	8	40	25	369
human_metapneumovirus	8	50	25	328
human_orthopneumovirus	0	0	25	25893
human_orthopneumovirus	0	10	25	13977
human_orthopneumovirus	0	20	25	9671
human_orthopneumovirus	0	30	25	7284
human_orthopneumovirus	0	40	25	5572
human_orthopneumovirus	0	50	25	4392
human_orthopneumovirus	1	0	25	7369
human_orthopneumovirus	1	10	25	4464
human_orthopneumovirus	1	20	25	3102
human_orthopneumovirus	1	30	25	2346
human_orthopneumovirus	1	40	25	1866
human_orthopneumovirus	1	50	25	1509
human_orthopneumovirus	2	0	25	3458
human_orthopneumovirus	2	10	25	2272
human_orthopneumovirus	2	20	25	1603
human_orthopneumovirus	2	30	25	1224
human_orthopneumovirus	2	40	25	998
human_orthopneumovirus	2	50	25	832
human_orthopneumovirus	3	0	25	2230
human_orthopneumovirus	3	10	25	1425
human_orthopneumovirus	3	20	25	1045
human_orthopneumovirus	3	30	25	805
human_orthopneumovirus	3	40	25	681
human_orthopneumovirus	3	50	25	561
human_orthopneumovirus	4	0	25	1682
human_orthopneumovirus	4	10	25	1103
human_orthopneumovirus	4	20	25	856
human_orthopneumovirus	4	30	25	681
human_orthopneumovirus	4	40	25	568
human_orthopneumovirus	4	50	25	461
human_orthopneumovirus	5	0	25	1496
human_orthopneumovirus	5	10	25	974
human_orthopneumovirus	5	20	25	740
human_orthopneumovirus	5	30	25	605
human_orthopneumovirus	5	40	25	503
human_orthopneumovirus	5	50	25	438
human_orthopneumovirus	6	0	25	1357
human_orthopneumovirus	6	10	25	898
human_orthopneumovirus	6	20	25	700
human_orthopneumovirus	6	30	25	568
human_orthopneumovirus	6	40	25	485
human_orthopneumovirus	6	50	25	407
human_orthopneumovirus	7	0	25	1279
human_orthopneumovirus	7	10	25	864
human_orthopneumovirus	7	20	25	669
human_orthopneumovirus	7	30	25	554
human_orthopneumovirus	7	40	25	467
human_orthopneumovirus	7	50	25	406
human_orthopneumovirus	8	0	25	1240
human_orthopneumovirus	8	10	25	839
human_orthopneumovirus	8	20	25	650
human_orthopneumovirus	8	30	25	543
human_orthopneumovirus	8	40	25	465
human_orthopneumovirus	8	50	25	408
human_papillomavirus	0	0	25	1311
human_papillomavirus	0	10	25	1374
human_papillomavirus	0	20	25	1084
human_papillomavirus	0	30	25	885
human_papillomavirus	0	40	25	735
human_papillomavirus	0	50	25	615
human_papillomavirus	1	0	25	1312
human_papillomavirus	1	10	25	1390
human_papillomavirus	1	20	25	1079
human_papillomavirus	1	30	25	876
human_papillomavirus	1	40	25	741
human_papillomavirus	1	50	25	620
human_papillomavirus	2	0	25	1297
human_papillomavirus	2	10	25	1389
human_papillomavirus	2	20	25	1080
human_papillomavirus	2	30	25	885
human_papillomavirus	2	40	25	736
human_papillomavirus	2	50	25	612
human_papillomavirus	3	0	25	1307
human_papillomavirus	3	10	25	1378
human_papillomavirus	3	20	25	1068
human_papillomavirus	3	30	25	875
human_papillomavirus	3	40	25	750
human_papillomavirus	3	50	25	604
human_papillomavirus	4	0	25	1310
human_papillomavirus	4	10	25	1372
human_papillomavirus	4	20	25	1087
human_papillomavirus	4	30	25	863
human_papillomavirus	4	40	25	756
human_papillomavirus	4	50	25	615
human_papillomavirus	5	0	25	1302
human_papillomavirus	5	10	25	1388
human_papillomavirus	5	20	25	1068
human_papillomavirus	5	30	25	870
human_papillomavirus	5	40	25	748
human_papillomavirus	5	50	25	626
human_papillomavirus	6	0	25	1311
human_papillomavirus	6	10	25	1386
human_papillomavirus	6	20	25	1067
human_papillomavirus	6	30	25	878
human_papillomavirus	6	40	25	741
human_papillomavirus	6	50	25	604
human_papillomavirus	7	0	25	1308
human_papillomavirus	7	10	25	1375
human_papillomavirus	7	20	25	1070
human_papillomavirus	7	30	25	879
human_papillomavirus	7	40	25	750
human_papillomavirus	7	50	25	628
human_papillomavirus	8	0	25	1317
human_papillomavirus	8	10	25	1366
human_papillomavirus	8	20	25	1066
human_papillomavirus	8	30	25	887
human_papillomavirus	8	40	25	742
human_papillomavirus	8	50	25	621
human_papillomavirus_type_85	0	0	25	128
human_papillomavirus_type_85	0	10	25	133
human_papillomavirus_type_85	0	20	25	107
human_papillomavirus_type_85	0	30	25	85
human_papillomavirus_type_85	0	40	25	69
human_papillomavirus_type_85	0	50	25	57
human_papillomavirus_type_85	1	0	25	127
human_papillomavirus_type_85	1	10	25	130
human_papillomavirus_type_85	1	20	25	107
human_papillomavirus_type_85	1	30	25	84
human_papillomavirus_type_85	1	40	25	64
human_papillomavirus_type_85	1	50	25	62
human_papillomavirus_type_85	2	0	25	124
human_papillomavirus_type_85	2	10	25	130
human_papillomavirus_type_85	2	20	25	105
human_papillomavirus_type_85	2	30	25	84
human_papillomavirus_type_85	2	40	25	75
human_papillomavirus_type_85	2	50	25	61
human_papillomavirus_type_85	3	0	25	127
human_papillomavirus_type_85	3	10	25	132
human_papillomavirus_type_85	3	20	25	106
human_papillomavirus_type_85	3	30	25	84
human_papillomavirus_type_85	3	40	25	69
human_papillomavirus_type_85	3	50	25	63
human_papillomavirus_type_85	4	0	25	122
human_papillomavirus_type_85	4	10	25	129
human_papillomavirus_type_85	4	20	25	103
human_papillomavirus_type_85	4	30	25	81
human_papillomavirus_type_85	4	40	25	74
human_papillomavirus_type_85	4	50	25	59
human_papillomavirus_type_85	5	0	25	124
human_papillomavirus_type_85	5	10	25	131
human_papillomavirus_type_85	5	20	25	102
human_papillomavirus_type_85	5	30	25	85
human_papillomavirus_type_85	5	40	25	73
human_papillomavirus_type_85	5	50	25	58
human_papillomavirus_type_85	6	0	25	129
human_papillomavirus_type_85	6	10	25	134
human_papillomavirus_type_85	6	20	25	102
human_papillomavirus_type_85	6	30	25	86
human_papillomavirus_type_85	6	40	25	74
